BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000184, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000177, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000193, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000195, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000286, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000193, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000259, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000197, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000180, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000237, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000106, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000216, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000206, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000172, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000210, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000167, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000187, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000180, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000166, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000156, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000157, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000148, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000291, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000189, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000178, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000163, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000058, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000165, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000167, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000158, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000180, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000089, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000158, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000264, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000180, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000173, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000172, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000176, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000184, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000213, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000190, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000170, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000195, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000192, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000191, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000035, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000242, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000168, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000178, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000143, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000195, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000227, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000225, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000173, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000040, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000203, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000151, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000157, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000131, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000216, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000255, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.001472, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000164, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000200, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000208, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000183, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000157, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000162, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000015, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000015, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000193, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000176, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000209, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000181, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000173, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000208, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000191, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000170, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000216, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000237, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000189, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000051, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000251, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000194, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000200, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000150, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000182, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000312, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000222, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000181, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000164, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000151, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000171, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000154, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000191, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000157, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000212, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000338, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000040, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000190, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000192, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000194, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000303, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000196, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000170, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000209, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000248, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000107, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000218, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000187, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000207, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000206, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000191, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000167, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000052, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000262, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000158, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000196, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000203, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000162, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000355, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000207, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000194, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000196, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000166, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000178, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000364, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000212, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000407, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000153, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000155, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000277, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000352, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000185, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000205, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000350, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000192, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000211, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000308, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000191, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000162, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000281, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000279, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000107, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000163, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000194, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.000978, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000191, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000053, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000189, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000167, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000285, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000203, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000192, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000359, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000363, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000149, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000226, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000388, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000016, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000015, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000272, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000185, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000335, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000191, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000152, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000368, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000189, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000221, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000473, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000217, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000113, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000370, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000206, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000342, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000167, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000202, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000207, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000202, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000166, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000276, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000148, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000197, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000175, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000203, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000194, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000212, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000208, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000195, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000210, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000297, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000095, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000138, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000149, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000202, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000157, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000149, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000195, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000262, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000212, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000162, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000157, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000171, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000085, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000067, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000160, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000204, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000315, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000313, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000398, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000257, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000219, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000223, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000364, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000214, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000205, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000171, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000343, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000151, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000192, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000195, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000164, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000249, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000195, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000194, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000187, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.000917, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000248, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000200, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000164, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000268, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000214, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000204, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000158, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000196, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000146, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000198, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000248, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000173, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000133, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000154, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000343, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000252, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000233, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000208, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000165, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000343, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000167, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000360, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000185, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000356, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000235, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000289, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000222, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000365, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000287, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000164, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000199, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000359, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000192, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000210, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000356, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000234, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000299, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000193, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000199, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000154, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000330, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000302, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000147, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000202, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000169, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000168, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000173, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000198, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000058, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000172, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000207, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000105, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000205, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000167, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000202, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.000733, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000299, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000221, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000213, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000060, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000199, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000179, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000205, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000206, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000160, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000205, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000049, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000271, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000178, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000111, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000212, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000183, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000214, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000223, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000214, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000203, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000180, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000209, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000212, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000068, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000096, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000172, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000158, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000219, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000184, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000200, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000201, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000155, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000452, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000558, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000370, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000584, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000183, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000370, -
